2018-05-17,2427,MIA,197
2018-05-14,2356,LGA,196
2018-10-18,2375,SLC,188
2018-01-18,323,STL,108
2018-04-08,1472,STL,96
2018-07-17,123,HNL,473
2018-04-05,837,ATL,122
2018-09-12,2368,BWI,174
2018-03-13,2216,LGA,198
2018-09-14,1761,PIT,209
2018-07-12,2357,SLC,187
2018-04-19,2501,BNA,104
2018-09-10,1619,TPA,144
2018-04-13,2630,RIC,171
2018-08-26,665,CLT,147
2018-03-23,1150,LGA,209
2018-07-03,681,MEM,89
2018-05-05,2555,MCO,147
2018-06-20,2281,SAT,0
2018-06-14,2471,ONT,172
2018-04-06,1472,STL,122
2018-05-01,1691,PHL,177
2018-01-07,2506,SNA,212
2018-03-04,2360,MCO,146
2018-03-05,2294,OMA,116
2018-08-10,1291,IAD,160
2018-08-26,2388,DSM,103
2018-07-26,1223,RNO,201
2018-07-29,1408,LAX,183
2018-06-12,1291,IAD,178
2018-08-27,1611,SAN,174
2018-06-09,1258,ORD,143
2018-07-29,1455,MSY,79
2018-02-08,1561,AUS,56
2018-04-02,2646,AUS,54
2018-10-02,2568,SAN,171
2018-01-10,2356,DEN,116
2018-08-09,35,SAT,58
2018-06-22,2711,IND,0
2018-01-23,1473,ATL,115
2018-08-22,665,CLT,154
2018-04-15,190,SAT,67
2018-04-13,2632,SLC,161
2018-10-05,1566,OKC,53
2018-10-16,2227,MIA,170
2018-10-16,344,SLC,151
2018-09-05,2697,LAX,179
2018-04-03,2402,LAX,207
2018-09-21,1229,SAN,204
2018-01-11,2239,CMH,0
2018-02-03,2404,LAX,212
2018-10-26,1097,TUS,122
2018-03-18,2507,RSW,142
2018-08-07,2203,MSP,152
2018-08-14,2309,CVG,113
2018-08-17,7,OGG,469
2018-07-18,1195,MIA,0
2018-06-25,1460,PDX,247
2018-01-02,217,LAS,183
2018-06-22,2240,SEA,261
2018-10-18,103,BWI,153
2018-01-20,2705,MIA,151
2018-08-09,2810,COS,139
2018-01-19,2489,LAX,216
2018-02-21,296,BOS,207
2018-01-20,1217,ORD,134
2018-02-12,2339,SEA,246
2018-03-16,890,SAN,187
2018-09-04,2390,LAS,192
2018-04-23,222,MIA,155
2018-08-01,430,GEG,239
2018-07-29,2345,MKE,0
2018-06-24,2055,MCI,112
2018-04-28,129,STL,102
2018-05-07,2718,MCI,104
2018-06-12,2254,LAX,193
2018-03-02,1019,COS,133
2018-07-09,1241,SEA,230
2018-06-20,2314,MCO,149
2018-09-22,2402,SNA,198
2018-09-30,2480,CLE,153
2018-03-05,576,LAS,175
2018-01-24,2426,TUL,80
2018-07-20,1761,PIT,150
2018-04-03,2401,LAX,204
2018-07-26,348,SNA,196
2018-04-20,884,LAS,172
2018-07-27,2234,BOI,205
2018-06-02,1055,MCO,145
2018-09-29,520,PHX,145
2018-07-07,518,CLT,149
2018-06-09,1064,SAN,180
2018-03-05,323,STL,96
2018-06-30,1578,MSP,136
2018-09-07,1463,ORD,182
2018-08-14,1328,COS,110
2018-02-27,2275,ORF,171
2018-01-14,1418,DTW,151
2018-09-11,1476,BOS,218
2018-02-17,2566,SLC,166
2018-03-02,2178,ORF,0
2018-08-21,2471,ONT,172
2018-04-14,2752,RDU,172
2018-06-02,1726,LAX,196
2018-05-12,2576,MFE,80
2018-03-24,2716,IND,118
2018-01-07,2764,GEG,231
2018-09-03,2273,ABQ,99
2018-02-24,123,HNL,529
2018-05-01,2043,ORD,164
2018-03-06,103,SJC,251
2018-02-10,5,HNL,479
2018-03-14,1150,LGA,192
2018-09-10,2270,TPA,144
2018-10-03,1105,LGA,194
2018-04-07,1165,MEM,84
2018-05-28,2386,IAH,52
2018-05-20,585,PHL,212
2018-04-04,1615,VPS,104
2018-07-09,1027,RNO,181
2018-01-09,2542,IND,125
2018-08-14,261,STL,114
2018-05-30,850,OAK,229
2018-06-12,1085,LAX,179
2018-07-06,1229,SAN,165
2018-01-03,610,DCA,173
2018-10-13,2546,LAX,0
2018-01-25,2236,TUL,52
2018-02-25,2260,PSP,177
2018-08-09,1761,PIT,150
2018-10-07,2093,PHL,183
2018-09-20,873,MKE,132
2018-05-21,1119,SNA,188
2018-04-05,1582,CLE,151
2018-10-21,2683,SFO,215
2018-01-05,560,PHL,191
2018-02-14,2332,ORD,131
2018-01-17,890,SAN,167
2018-02-28,2332,ORD,138
2018-09-08,1483,BOS,212
2018-05-19,2656,CLT,143
2018-02-06,1581,BDL,186
2018-01-04,2758,BWI,181
2018-04-06,24,JFK,215
2018-10-11,2568,SAN,184
2018-09-04,2259,PHX,136
